saleid,productid,itemsize,quantity,saleprice
194358,1404,6,2,47.42
194359,1052,12,2,57
194360,915,9.5,1,72.8
194361,54,11,2,100
194361,373,10,1,26.09
194361,438,10.5,1,67.5
194361,602,8.5,1,24.49
194361,658,8,2,38.99
194361,696,8,1,62.4
194361,1163,10,1,35.99
194362,519,8,1,54.31
194363,97,10,1,39.59
194363,215,8,2,37.99
194363,275,10,1,39.59
194363,569,8.5,1,51.29
194363,1399,9.5,1,55.79
194364,738,12,1,22.99
194365,809,11.5,1,31.35
194366,23,11.5,2,62.4
194366,182,7.5,2,25.99
194366,655,8.5,1,33.11
194366,789,9,1,37.2
194366,949,7.5,1,28.99
194366,1268,10.5,1,34.77
194367,118,6,1,21.77
194367,136,8.5,1,95
194367,274,11,1,85.5
194367,731,8,1,11.39
194367,1005,11.5,1,75.2
194367,1164,8,2,27.71
194368,775,9.5,2,55.5
194369,117,6.5,1,20.89
194369,329,12,1,64.39
194369,706,10,1,20.92
194369,881,11.5,1,89.99
194370,476,7,1,22.31
194371,886,12,1,56.83
194371,1001,11.5,2,59.15
194371,1291,11.5,1,65
194372,1265,9,1,32.99
194373,640,9.5,1,44.99
194374,146,10.5,2,51.86
194374,329,11,2,69.29
194374,408,11.5,1,100
194374,501,7,2,23.99
194374,1009,11.5,1,63.23
194374,1206,11.5,1,59
194375,113,9.5,1,87.3
194375,187,11,2,30.4
194375,584,9.5,1,97.51
194375,619,11.5,1,55
194376,266,8.5,1,20.15
194376,1001,11.5,1,63.7
194376,1432,7,1,45.99
194377,307,9.5,1,48.99
194377,486,9.5,2,75.2
194377,715,8.5,1,115
194377,809,7.5,1,31.99
194377,1435,10.5,1,61.1
194378,43,10,1,33.6
194378,50,8.5,1,52.19
194378,192,7.5,1,38.99
194378,799,8,1,51.86
194378,866,7,1,61.88
194378,1348,10.5,2,45.89
194379,559,9,1,72.74
194380,14,11,1,120
194380,192,8.5,1,37.04
194380,1185,12,1,73.6
194380,1332,10,1,101.85
194381,1315,12,1,44.09
194382,25,11,1,99
194382,416,11,1,21.99
194382,759,7,1,15.63
194382,967,8,2,34.95
194382,1224,10,1,72
194383,702,7,1,33.29
194383,775,9.5,1,55.5
194383,846,8,1,26.09
194383,945,8,1,42.56
194383,1123,10,1,55.8
194383,1358,10.5,1,50.59
194384,84,12,2,76
194385,721,10.5,1,34.19
194385,1120,11,1,80
194385,1176,8,1,85
194385,1226,9,2,65.28
194385,1250,11,1,66.5
194385,1295,7.5,2,98.27
194386,452,8,1,12.59
194386,695,11.5,2,44.99
194386,696,8,2,59.8
194386,939,11,1,87.3
194386,1230,5,1,33.94
194387,453,9,1,34.99
194388,276,7.5,1,67.2
194388,742,5.5,1,64.16
194388,830,7.5,1,10.77
194388,1162,6.5,1,29.99
194388,1168,11.5,1,67.61
194389,1005,9.5,1,76.8
194390,1381,10,1,70.97
194391,1001,11.5,1,63.05
194392,102,9.5,1,52.79
194392,442,10.5,1,50.99
194392,477,8.5,1,17.09
194392,495,12,1,70
194392,834,6,1,22.31
194393,1224,12,1,68.4
194394,87,9.5,1,14.54
194395,1418,7.5,1,34.91
194396,196,6.5,1,20.92
194396,496,10,1,64.35
194396,684,12,1,19.39
194396,818,11,2,33.99
194396,849,9.5,1,79.2
194397,179,8,1,44.99
194397,727,8,1,28.41
194397,870,10.5,1,86.24
194397,1079,12,1,55.99
194397,1089,9.5,1,58.5
194398,559,9,1,68.99
194398,940,10.5,1,44.54
194398,984,11.5,1,52.25
194398,1072,8,1,17.09
194398,1227,10,1,71.28
194399,272,10.5,1,84.6
194399,577,7,1,44.09
194399,1001,10.5,1,59.15
194399,1059,12,1,36.65
194399,1163,7,2,32.39
194400,787,10,1,17.99
194401,54,9.5,1,100
194402,1049,10,2,59.15
194403,650,6,1,41.99
194404,585,6.5,2,20.89
194404,735,8.5,2,49.99
194404,915,8,1,77.6
194404,1143,11.5,1,108
194404,1346,7.5,1,29.09
194405,252,6.5,2,32.66
194406,54,10.5,1,91
194406,818,8.5,1,31.27
194406,865,11,2,71.43
194406,869,12,1,73.32
194406,1165,5.5,1,18.8
194406,1195,10.5,1,85.25
194407,376,8,1,46.05
194407,420,11.5,1,59.15
194407,868,12,1,73.26
194407,927,6.5,1,54.6
194407,998,8.5,1,33.83
194407,1196,9,2,28.19
194407,1312,10,2,20.67
194408,1212,11.5,2,63.35
194409,154,8.5,1,32
194409,1226,12,2,63.92
194410,1326,11,2,51.99
194411,27,10.5,1,62.4
194411,151,9,1,42.99
194411,276,11.5,1,65.8
194411,878,9,2,72.67
194411,1055,8.5,1,41.99
194412,409,9.5,1,85.55
194412,690,7,1,41.39
194412,974,8.5,1,34.99
194413,208,8,1,26.59
194414,386,11.5,2,35.14
194414,730,9,1,37.04
194414,780,8,2,100
194414,1111,10,1,50.48
194414,1145,10,1,115
194414,1280,9,1,114.65
194415,609,11,2,58.79
194416,1174,8.5,2,54.51
194417,409,10.5,1,92.99
194417,493,11.5,1,63.04
194417,787,11,1,19.39
194417,1085,8.5,1,46.99
194417,1435,9.5,1,65
194418,204,11,1,33.94
194418,307,10.5,1,47.52
194418,308,7.5,1,57.6
194418,686,9,1,37.23
194418,742,9.5,1,65.54
194419,42,11,1,27.3
194419,113,10,2,81.9
194419,136,12,1,89.3
194419,696,10,1,60.45
194419,1095,10,2,19.6
194419,1266,10.5,1,29.69
194420,143,9,2,17.47
194420,583,11,1,43.68
194420,713,12,2,62.4
194420,726,6,1,36.79
194420,1026,12.5,1,107.8
194421,221,8.5,2,20.99
194421,233,11.5,1,53.35
194421,498,10.5,1,59.39
194421,545,10,1,26.99
194421,806,6,1,16.99
194421,912,11.5,1,58.5
194422,487,10.5,2,82.45
194423,432,10.5,1,63.05
194423,533,10.5,1,22.07
194423,865,11.5,1,69.15
194423,1238,7.5,1,27.99
194423,1270,10.5,1,62.71
194424,538,8.5,1,58.4
194424,879,12,2,77.99
194424,915,11.5,1,79.2
194425,320,8,1,56.99
194425,1006,10.5,1,67.5
194425,1114,8.5,1,54.51
194425,1312,10,1,20.01
194425,1399,11.5,1,55.79
194426,1335,7.5,1,38.21
194427,551,8,2,63.69
194428,322,7.5,1,36.99
194428,384,7.5,1,10.66
194428,476,10,1,22.31
194428,823,10,1,138
194428,1416,8,2,16.73
194429,100,7,1,24.29
194430,276,8.5,1,70
194430,328,6,1,16.99
194430,924,11.5,1,49.99
194430,1375,8.5,1,37.61
194431,1370,9.5,1,97.99
194432,1086,8,1,64.4
194433,730,7.5,1,38.99
194434,790,8.5,1,31.67
194435,200,8,1,62.03
194435,527,11,1,13.79
194435,642,6.5,1,18.61
194435,855,8.5,1,135
194435,905,11,1,21.55
194435,1100,10,1,32.99
194435,1316,9,1,46.55
194436,266,7.5,1,20.99
194436,1345,6,1,15.8
194437,433,11.5,1,106.94
194437,809,11,1,31.99
194437,846,8.5,1,26.09
194437,1062,11,1,55
194438,362,10.5,1,65.99
194439,276,8,1,66.5
194440,583,6.5,1,47.52
194441,939,10.5,1,85.5
194442,164,6.5,1,16.65
194442,414,8.5,1,25.75
194442,517,11,1,45.57
194442,870,9.5,1,80.08
194442,1134,8.5,1,81.17
194443,1056,11.5,1,60.76
194443,1116,6,2,32.99
194443,1208,6.5,1,57
194443,1215,10.5,1,63
194444,1186,9.5,1,67.2
194445,142,11,2,53.99
194445,152,8,1,15.63
194445,869,9.5,1,77.22
194445,986,10,1,47.42
194446,1097,10.5,1,38.21
194447,352,8,1,83.3
194447,497,8,1,53.99
194447,602,9,2,22.74
194447,710,8,1,25.75
194447,878,8.5,1,78.2
194447,1358,8,1,50.59
194448,28,10,2,102.3
194448,223,9,1,27.29
194448,425,11,1,69.84
194448,801,7.5,1,30.99
194449,636,8.5,2,17.47
194449,903,11.5,1,59.16
194449,955,11,1,21.33
194449,975,10.5,1,64.4
194450,56,7.5,1,79.2
194450,419,11,1,26.87
194450,443,11,2,60.15
194450,796,7,1,24.99
194450,1181,11,1,44.15
194450,1222,7.5,1,32.54
194450,1420,12,1,33.24
194451,869,7,2,76.44
194452,5,9.5,2,74.95
194452,208,9,1,26.87
194452,915,9.5,1,78.4
194452,987,8,1,24.95
194452,1074,11.5,1,51.86
194453,35,12,1,30
194453,987,9,1,25.47
194453,1413,10.5,1,71.99
194454,762,9,2,13.79
194455,451,9,1,18.19
194456,608,9,1,11.95
194456,696,11.5,1,64.35
194456,935,7.5,1,76.8
194456,1206,12.5,1,53.1
194456,1353,7.5,1,56.39
194457,437,9.5,1,72.75
194457,545,9,1,29.99
194457,1103,12,1,21.55
194457,1111,6.5,1,46.91
194458,272,10.5,1,81.9
194458,349,12,1,54.44
194458,696,9.5,1,65
194458,1317,10.5,1,35.99
194459,940,11.5,1,42.29
194460,1143,9.5,1,116.4
194460,1326,10,1,51.47
194461,526,8,2,19.59
194462,281,11.5,1,99
194462,780,8.5,1,97
194462,876,10,1,84.63
194462,1295,11,1,100.43
194463,442,8.5,1,46.91
194463,621,11,1,12.99
194463,761,9.5,1,39.99
194463,1189,9,1,103.4
194464,729,10,1,65
194465,749,8.5,1,13.64
194465,898,8.5,2,73.49
194465,1420,7,1,32.89
194466,622,11.5,1,46.49
194467,136,11.5,1,95
194467,267,12,1,17.85
194467,416,7.5,2,20.01
194467,465,6.5,1,34.19
194467,789,8.5,1,37.2
194467,1250,10.5,1,66.5
194468,1,7.5,1,93.99
194469,125,5.5,1,11.87
194469,352,10.5,1,76.5
194469,946,7,2,69
194469,1118,10,1,34.19
194469,1313,11,1,28.49
194470,9,8.5,1,70.45
194470,390,7,1,44.61
194470,425,12,1,67.68
194470,438,9,1,69
194470,688,10,2,29.99
194470,1131,6,1,100
194470,1409,6,1,41.85
194471,64,11,1,103.78
194472,926,11.5,1,53.36
194473,616,10,2,24.74
194473,915,10,1,75.2
194473,1008,9,1,69.91
194473,1052,11,1,60
194474,348,8.5,2,15.99
194474,499,11,1,53.34
194474,589,9.5,1,17.99
194474,1292,11,2,75.66
194475,1375,10.5,1,34.95
194476,698,7.5,1,33.66
194476,866,11.5,1,68
194477,420,9.5,1,58.5
194477,606,11,1,34.4
194477,989,11.5,1,99
194477,1136,8,1,59.39
194477,1206,12.5,1,55.46
194478,417,9,1,27.89
194478,438,11.5,1,68.25
194478,488,10.5,1,82.45
194478,539,9,1,71.24
194478,1024,8,1,20.45
194478,1062,8.5,1,50.05
194478,1193,9,1,24.99
194479,377,10.5,2,52.2
194480,37,9.5,1,25.99
194480,179,9.5,2,48.99
194480,404,9,1,20.67
194480,465,7,1,37.99
194480,824,8,1,55.28
194480,1267,9.5,1,18.99
194481,354,12,1,61.75
194482,915,7,1,75.2
194483,238,9.5,1,50
194483,811,9.5,1,57.59
194483,815,12,1,102.3
194484,137,12,1,67.5
194484,192,12,1,35.09
194484,854,11.5,2,92
194484,1104,10.5,1,60
194484,1147,12,2,78.95
194485,191,9.5,2,54
194485,425,12,1,64.8
194485,495,8,1,65.1
194485,537,6,1,64.67
194485,1370,10.5,1,92.99
194486,151,7.5,1,41.27
194486,232,11.5,1,50.6
194486,485,10.5,2,78.4
194486,798,10.5,2,42.99
194486,1295,10,2,104.75
194487,389,12,1,34.99
194487,1092,11,1,26.96
194488,26,6.5,2,101.2
194488,256,10,1,21.55
194488,273,9.5,1,50
194488,335,11,1,95
194488,572,8,1,15.99
194488,1216,9,2,69
194489,9,5.5,1,70.45
194489,280,10.5,1,91
194489,903,12,1,60.99
194489,988,11.5,1,32.54
194489,1164,6.5,1,27.99
194489,1345,6.5,1,15.46
194490,315,7,1,58.2
194490,456,6,1,22.79
194491,916,11.5,1,72.75
194492,73,11.5,2,94.75
194492,317,11,1,46
194492,493,11,1,62.39
194492,696,11,1,63.05
194492,788,7,1,18.39
194492,1353,11.5,1,59.99
194493,46,10,2,30.99
194493,54,12,1,91
194493,476,8,1,22.07
194493,650,8.5,1,38.63
194493,714,6,1,19.99
194493,823,11,1,136.62
194493,940,10,1,43.64
194494,273,12,1,49.5
194495,604,8,1,27.83
194496,33,9.5,2,112.8
194496,1146,5.5,1,67.99
194496,1206,12,1,56.05
194496,1214,12,2,61.87
194496,1258,12,1,50
194496,1428,7,1,28.7
194497,739,10,1,45.07
194498,940,12,1,42.29
194498,1427,9.5,2,52.99
194499,321,10.5,2,85.49
194500,878,12,1,75.83
194501,230,6,1,40.94
194501,276,9.5,1,69.3
194501,306,9.5,1,43.99
194501,906,11,1,36.8
194501,1252,10,1,33.83
194502,526,10,2,19.19
194502,901,9.5,2,100.57
194502,1086,8,1,63.7
194503,581,12,1,59.8
194503,631,7.5,1,19.79
194503,1051,8.5,1,53.89
194503,1064,10,1,39.99
194503,1226,11,1,63.24
194504,423,12,1,86.4
194504,985,11.5,1,49.5
194504,1171,10,1,38.94
194504,1346,9,1,28.79
194505,23,11.5,1,59.8
194505,311,7,1,52.8
194505,728,11,1,49.5
194505,1038,8.5,1,118.79
194505,1079,9,1,55.99
194505,1357,10,1,46.49
194506,123,6,1,22.55
194507,996,8,2,20.99
194508,345,11.5,1,69.3
194509,627,7,2,26.99
194509,909,10.5,1,46.99
194509,991,7,1,17.66
194509,1006,10.5,1,75
194509,1124,10,1,40.84
194510,691,6,2,33.29
194510,935,9.5,1,72.8
194510,1280,10.5,1,116.99
194511,20,11.5,1,51.7
194511,526,11,1,18.59
194511,530,11.5,1,74.25
194511,708,11,1,23.99
194511,915,11,1,72.8
194511,1213,11.5,1,63
194512,408,10,1,100
194512,408,11,1,93
194512,432,8.5,1,61.75
194512,610,8,2,48.5
194512,811,11,1,58.19
194512,854,10.5,1,92
194512,1192,8,2,32.54
194513,101,5,1,15.83
194513,548,9.5,1,89.1
194513,940,10.5,1,40.49
194513,1034,9.5,1,53.93
194513,1258,10.5,1,49.5
194513,1435,10.5,1,65
194514,940,11,1,44.99
194515,818,11,1,32.63
194516,1319,8,1,56.72
194517,596,8,2,22.79
194517,1092,11,1,27.25
194517,1160,12,1,19.19
194518,608,8,1,11.95
194518,777,6,1,33.99
194518,1182,11.5,1,37.99
194518,1185,12,1,73.6
194518,1196,6,1,29.39
194518,1398,9.5,1,58.49
194519,960,10,1,53.93
194520,136,9.5,1,95
194521,854,10,1,90
194522,638,8.5,1,24.99
194523,467,8.5,2,22.99
194523,822,10.5,1,32.63
194523,1348,8,1,48.95
194523,1420,12,1,32.89
194524,9,10.5,1,67.46
194524,347,10.5,1,53.75
194524,442,11.5,1,46.91
194524,555,12,1,61.1
194524,649,9,1,70
194524,1206,12,1,54.28
194525,1420,9,2,31.84
194526,539,11,1,72.74
194527,145,10.5,1,43.99
194527,159,8,1,88
194527,419,7,1,26.59
194527,1161,10.5,1,14.71
194527,1207,9.5,1,55.79
194528,137,10.5,1,74.25
194528,656,10,1,35.48
194528,860,11,1,84.48
194528,1121,10,1,40.58
194528,1138,5.5,1,67.99
194529,106,10,2,43.23
194529,198,9,2,20.92
194529,998,8,1,33.11
194529,1211,9,1,70
194530,1134,11.5,1,78.71
194531,706,10,1,21.61
194532,739,7,1,48.99
194533,377,10.5,1,53.94
194533,427,9.5,1,53.45
194533,476,10,1,23.75
194533,713,11.5,1,61.75
194533,1031,7.5,1,50.95
194534,163,8,1,22.79
194535,1139,9,1,102.95
194536,252,6,1,32.33
194536,557,7.5,1,28.19
194536,710,8,1,27.99
194536,916,11.5,1,69.75
194536,1189,11,2,102.3
194536,1426,11,2,69.83
194537,915,10.5,1,72.8
194538,1226,11,1,63.24
194539,875,12,1,61.99
194540,1143,7.5,2,111.6
194541,159,11.5,1,81.84
194541,432,10.5,1,63.05
194541,706,7.5,1,22.53
194541,869,11,1,78
194541,916,11,2,74.25
194541,1119,10,1,27.89
194542,496,11,1,60.45
194542,496,11.5,2,59.15
194542,621,10,1,12.73
194542,823,11,1,126.96
194542,865,9,1,75.23
194542,1194,11.5,1,67.68
194542,1266,11,1,29.99
194543,29,8,1,58.2
194543,178,10.5,1,50.43
194544,154,9,1,32.99
194544,342,7.5,1,43.55
194544,513,6,1,36.79
194544,853,9.5,1,96
194544,1165,7.5,1,18.99
194544,1295,11.5,1,99.35
194545,923,11,1,32.39
194545,1248,12,2,81.9
194545,1280,11,1,106.46
194546,14,8,1,116.4
194546,161,6,1,29.13
194546,276,11.5,1,65.1
194546,440,11.5,1,83.15
194546,1197,10.5,2,42.56
194546,1426,8.5,1,67.67
194547,651,11.5,1,45.49
194548,907,8.5,1,23.24
194548,987,11,1,24.17
194548,1108,8,1,40.31
194549,344,10,2,48.95
194549,375,9,1,32
194549,863,7,1,72.99
194549,925,9,1,56.84
194549,1174,9,1,57.99
194550,21,11.5,1,89.1
194550,280,11.5,1,94
194550,469,11,1,34.55
194550,1036,10.5,1,146.99
194550,1094,8.5,1,24.74
194550,1379,12,2,169.2
194550,1411,11,2,64.4
194551,302,11,2,61.99
194551,698,8.5,1,35.51
194551,960,9.5,1,52.77
194551,1215,9.5,1,63.7
194551,1312,9,1,20.67
194551,1330,11,1,47.99
194552,874,11,1,62.3
194553,21,8,1,90
194554,137,11.5,1,72.75
194554,696,10,1,65
194555,985,10.5,1,53.9
194556,130,7.5,1,20.92
194556,269,12,1,45.5
194556,338,10,1,17.09
194556,831,6.5,1,21.33
194556,876,10.5,2,88.31
194557,14,11.5,1,118.8
194557,274,11.5,1,84.6
194557,592,11.5,2,44.63
194557,653,9,1,37.04
194557,690,10,1,42.29
194557,1266,12,1,28.49
194558,253,8.5,1,31.27
194559,417,10.5,1,28.79
194559,597,9.5,1,42.67
194559,948,10,1,21.61
194560,283,7.5,1,28.19
194561,1372,7.5,1,45.58
194562,696,11.5,1,58.5
194562,915,11.5,1,76.8
194562,958,9.5,2,69.75
194563,26,10.5,1,108.9
194563,915,11.5,1,73.6
194563,925,8,2,56.84
194563,1009,9.5,1,63.23
194563,1139,11.5,1,99.83
194563,1420,9.5,1,34.99
194564,233,9.5,1,49.5
194564,360,8.5,1,115.2
194564,436,11,1,75
194564,844,10.5,2,48.99
194564,922,11,2,40.17
194564,1212,8,2,65.33
194565,183,7.5,2,26.99
194566,136,12,1,87.4
194567,224,8.5,1,20.67
194567,338,8.5,1,16.37
194567,478,9.5,1,76.79
194567,585,6.5,1,21.99
194567,762,10,1,14.24
194567,1420,10,1,34.99
194568,606,11,1,35.14
194569,97,10.5,1,37.99
194569,276,11.5,1,68.6
194569,416,7.5,1,20.23
194569,1316,11.5,1,45.59
194570,50,8,1,57.99
194570,428,9.5,1,31.49
194570,707,10,1,53.93
194570,855,7.5,1,122.85
194570,1000,10,1,63.7
194570,1181,11.5,1,41.85
194571,868,12,1,71.78
194572,328,6,1,16.48
194572,1207,9,1,55.79
194572,1263,9.5,1,47.99
194572,1270,12,1,62.07
194572,1315,11.5,1,44.99
194572,1341,6.5,1,23.99
194573,1306,6.5,1,35.27
194574,16,9.5,1,80
194574,1215,10.5,1,67.2
194575,377,10.5,1,55.1
194575,526,11,1,18.19
194575,895,9.5,1,64.8
194575,1134,10,1,81.17
194575,1422,7,1,16.82
194576,95,9.5,1,22.99
194576,122,7.5,1,32
194576,267,8.5,1,18.23
194576,494,9,1,59.99
194576,1200,11,1,58.8
194576,1206,12.5,1,55.46
194577,582,9,1,41.99
194577,878,12,1,72.67
194577,1257,11.5,1,63.91
194577,1265,10.5,1,30.35
194577,1381,10.5,1,77.99
194578,1409,10.5,1,45.99
194579,1062,11.5,1,50.05
194580,1280,9.5,1,115.82
194581,179,9,1,49.99
194581,218,10.5,1,15.19
194581,494,7.5,1,58.79
194581,813,10.5,1,46.49
194581,1093,7,1,21.84
194582,30,9.5,1,54.45
194582,927,10.5,1,56.4
194582,1006,9.5,1,72
194582,1120,10.5,1,74.4
194582,1213,11.5,1,63.7
194583,50,7,1,56.83
194583,446,11,1,81.6
194583,1001,10.5,1,62.4
194583,1201,11,1,22.53
194583,1395,11,1,63.99
194584,101,5,1,15.67
194584,395,10,1,68
194584,407,8,1,98
194584,494,11,1,59.99
194584,870,9,1,87.12
194584,1064,6.5,1,36.39
194585,642,8.5,2,17.47
194586,335,9.5,2,90.25
194586,526,9,1,18.19
194586,708,10,1,21.59
194586,984,11,1,49.5
194587,224,6,1,21.55
194587,438,8.5,2,71.25
194587,1201,8,1,22.99
194587,1215,11.5,1,68.6
194588,482,11.5,1,130
194588,542,6.5,1,21.77
194588,622,9.5,1,46.49
194588,733,9.5,1,23.27
194588,1037,10,1,118.29
194588,1062,9.5,1,51.15
194588,1263,9.5,2,44.99
194589,257,6.5,2,26.59
194590,21,10.5,1,85.5
194590,829,7,1,41.4
194590,925,9.5,1,55.1
194590,1006,11,1,69
194590,1111,7,1,46.4
194591,136,10,1,89.3
194592,321,10.5,1,86.39
194592,811,10.5,1,56.99
194592,973,8.5,1,45.59
194592,1201,9,1,22.76
194592,1214,10,1,63.91
194592,1434,9,1,80
194593,730,10,1,36.26
194594,809,10.5,1,31.99
194594,916,7.5,1,69
194594,1019,7.5,1,25.64
194594,1192,11.5,2,33.59
194594,1216,8.5,1,69
194595,30,8,2,53.35
194595,395,6,1,67.32
194595,493,12,1,63.04
194595,916,10.5,1,72.75
194595,1226,11,1,62.56
194595,1414,8.5,1,72
194596,337,9,2,43.99
194596,437,10.5,1,70.5
194596,897,9.5,1,78.99
194596,1049,12,1,63.05
194596,1074,10.5,1,55.28
194596,1108,6,1,39.89
194597,122,7.5,1,32.33
194597,244,8.5,2,75
194597,408,9.5,1,100
194597,1052,9,1,58.8
194598,367,11.5,1,93.1
194599,1163,8,1,35.27
194600,651,9.5,2,44.99
194601,929,11,1,55.68
194602,963,11,1,58.49
194603,1215,10.5,1,66.5
194604,1032,7,1,56.11
194605,321,10.5,1,89.09
194605,775,9.5,2,56.72
194605,780,11.5,1,96
194605,923,9.5,1,34.19
194606,636,8.5,1,18.8
194607,869,11,1,78
194608,859,12,1,66.95
194608,1409,11,1,41.39
194608,1414,8.5,1,74.4
194609,272,10,1,82.8
194609,366,11.5,1,62.4
194609,373,8,1,27.25
194609,392,7,2,32.97
194609,1003,7.5,1,78
194609,1206,8.5,1,54.28
194609,1295,11,1,107.99
194610,26,9,1,103.4
194610,77,10.5,1,79.16
194610,380,8,1,80
194611,468,11,1,45.11
194611,728,11,2,50.6
194611,854,11,1,92
194611,878,10.5,1,71.09
194611,1213,10,1,70
194611,1317,8.5,2,34.91
194612,1421,6.5,1,16.99
194613,221,10,1,20.99
194613,425,10.5,1,66.24
194613,433,11.5,2,114.99
194613,456,9,1,23.99
194613,870,11.5,1,81.84
194613,1157,11,2,28.51
194614,940,8,2,41.84
194614,1082,12,1,54.86
194614,1189,10,1,104.5
194614,1203,10,1,29.99
194614,1415,12,2,69
194615,203,8,1,40.47
194616,122,6,1,30.68
194616,244,12,1,74.25
194616,787,8.5,2,17.99
194616,1235,9,1,25.21
194616,1288,8,1,21.99
194617,431,8,2,20.99
194617,916,10.5,1,70.5
194617,1434,11,1,72
194618,1321,6,1,29.75
194618,1408,11.5,1,53.19
194619,1207,9,1,55.79
194620,276,11.5,1,63.7
194620,1001,11,1,65
194620,1434,9.5,1,72
194621,485,12,1,75.2
194621,730,9,1,35.87
194621,1031,7.5,1,48.35
194621,1145,9.5,2,115
194621,1250,10,1,64.4
194622,125,6,1,11.39
194623,763,6,1,34.19
194623,927,6.5,1,58.8
194623,1024,9.5,1,21.55
194623,1026,12.5,1,108.9
194623,1313,10,2,27.59
194623,1357,9.5,2,48.49
194624,131,11.5,1,80.96
194624,809,10,1,30.71
194624,1415,11,1,69
194625,14,11.5,1,118.8
194626,1064,8.5,1,35.99
194627,269,8,1,45
194628,217,12,1,63.69
194628,713,12,1,64.35
194628,811,11,1,57.59
194628,854,11,1,94
194629,420,11.5,1,63.7
194630,610,10.5,1,46.54
194631,16,9.5,1,80
194631,183,7.5,1,26.99
194631,943,9,1,28.7
194631,1003,11.5,1,70.2
194631,1207,12,2,59.39
194632,160,7,1,71.25
194632,243,6.5,1,44.15
194632,622,12,1,48.49
194632,870,10,1,81.84
194632,906,10,1,37.2
194633,53,10,1,19.1
194633,244,10.5,1,72
194633,408,11.5,1,91
194633,963,10.5,1,61.74
194633,1241,10,1,16.91
194634,455,10,1,26.99
194634,619,11.5,1,51.7
194634,730,9.5,2,35.87
194634,1134,9.5,2,79.53
194635,1368,7,1,18.89
194636,493,11.5,1,64.99
194636,540,7,1,54.89
194636,559,10,1,72.74
194636,690,6,1,42.74
194636,874,10.5,1,62.97
194636,1206,12.5,2,54.87
194637,236,9.5,1,14.71
194637,1079,9,2,52.07
194637,1291,11.5,1,62.4
194638,599,11.5,1,39.59
194639,1078,7.5,1,14.69
194640,861,8,1,94.5
194641,171,9,1,22.49
194641,244,11.5,1,72.75
194641,472,12,1,111.6
194641,1037,10,1,129.99
194642,800,11.5,2,39.47
194643,229,9,1,52.63
194643,272,10.5,1,90
194643,417,11,2,29.39
194643,834,7.5,1,23.51
194643,1280,9.5,1,111.14
194643,1295,9,1,107.99
194644,182,7.5,1,25.99
194645,935,11.5,1,80
194646,14,12,1,120
194646,236,6,1,15.83
194647,136,12,1,92.15
194647,386,11.5,1,35.14
194647,417,11,1,26.99
194648,1134,11.5,2,81.99
194649,1359,9.5,1,106.7
194650,100,7,1,25.1
194650,302,10.5,2,57.03
194650,315,10.5,1,54
194650,787,11,1,18.59
194650,820,9.5,1,60.38
194650,1100,6,1,31.34
194650,1370,10,1,99.99
194651,280,11.5,2,100
194652,54,10,1,90
194652,813,12,1,49.49
194652,824,11,1,53.57
194653,308,10.5,2,57.6
194654,420,10.5,1,63.7
194654,559,10,1,74.99
194654,1074,11.5,1,55.85
194654,1425,7,1,47.99
194655,519,10,1,53.19
194655,861,10,1,103.95
194655,1058,9.5,1,53.9
194656,1385,11.5,1,62.56
194657,27,6.5,1,62.4
194657,690,7.5,1,40.94
194657,696,8.5,1,61.1
194657,1138,6.5,1,66.63
194658,137,8,2,68.25
194658,497,11.5,1,59.99
194658,1037,9,1,118.29
194659,729,9,1,65
194660,444,12,1,60.45
194660,1056,9.5,1,55.8
194660,1211,11.5,2,70
194660,1311,11.5,1,68.39
194661,659,10,1,38.99
194662,77,9.5,1,86.12
194662,498,9.5,1,53.99
194662,869,8,2,76.44
194662,900,9,1,81.77
194662,960,11,1,57.99
194663,81,10.5,1,109.04
194663,288,8,1,16.55
194663,308,10.5,1,58.8
194663,436,12,1,75
194663,495,12,1,63
194663,811,8.5,1,57.59
194663,898,10.5,1,68.24
194664,897,11,1,72.67
194665,304,11,1,51.7
194665,729,10.5,1,59.15
194665,942,7,1,42.29
194665,1001,11,1,60.45
194666,906,12,2,36
194667,679,6,1,35.48
194668,23,10,1,63.7
194669,1322,6,1,22.99
194670,567,9,1,27.15
194671,277,9.5,1,57.95
194671,377,9.5,1,53.94
194671,476,8,1,23.27
194671,870,9,2,83.6
194671,958,8.5,1,74.25
194672,191,11.5,1,56.4
194672,498,8.5,2,54.59
194672,544,10,1,44.15
194672,1215,11.5,1,65.1
194672,1255,11.5,1,68.86
194673,366,11.5,1,61.75
194674,33,11.5,1,109.2
194674,425,12,1,71.28
194675,20,11.5,1,52.25
194675,97,10.5,1,39.99
194675,485,9,1,72
194675,492,11,1,49.49
194675,605,8.5,2,13.99
194675,681,9,2,38.4
194675,873,8.5,1,75.65
194676,351,7.5,1,89.1
194676,362,8,1,59.39
194676,849,11.5,1,80
194676,1104,12,2,57
194676,1126,9.5,1,31.95
194676,1399,6,1,58.79
194677,173,9,1,21.38
194677,275,9.5,1,39.99
194677,847,11,1,23.39
194677,1175,8.5,1,29.11
194678,244,11.5,2,72
194679,1436,8,1,58.5
194680,1224,9,1,70.56
194681,925,11.5,1,58
194682,380,8.5,1,74.4
194683,54,11,1,100
194683,218,11,1,15.19
194683,285,6,1,24.74
194683,545,5.5,1,29.09
194683,588,9,1,36.4
