productid,itemsize,purchaseid,quantity,purchaseprice
1120,7.5,8479,1,40
1120,8,8755,1,40
1120,8,8799,1,40
1120,8.5,8382,1,40
1120,9.5,8428,1,40
1120,9.5,8939,1,40
1120,10,8618,1,40
1120,10.5,8061,2,40
1120,10.5,8707,1,40
1120,11,8288,1,40
1120,11,8664,1,40
1120,12,8061,1,40
1120,12,8979,1,40
1121,7,7946,1,20.5
1121,7,8449,1,20.5
1121,7.5,8591,1,20.5
1121,8.5,8126,1,20.5
1121,8.5,8498,2,20.5
1121,8.5,8864,1,20.5
1121,9,8215,2,20.5
1121,10,8169,1,20.5
1121,10,8727,1,20.5
1121,11,8126,1,20.5
1121,11,8400,1,20.5
1121,11,8542,1,20.5
1121,11,8955,1,20.5
1123,10,8701,1,30
1124,6.5,8422,1,21.5
1124,6.5,8885,3,21.5
1124,7.5,8793,1,21.5
1124,8.5,8658,1,21.5
1124,10,8422,1,21.5
1124,10,8748,1,21.5
1124,10,8973,1,21.5
1125,5.5,7992,1,7.5
1126,6,7919,1,17
1126,6,8276,1,17
1126,6.5,8052,1,17
1126,6.5,8096,1,17
1126,6.5,8418,1,17
1126,6.5,8515,1,17
1126,6.5,8607,1,17
1126,6.5,8654,1,17
1126,7,7964,1,17
1126,7,8468,1,17
1126,7.5,8928,1,17
1126,8,8928,1,17
1126,8.5,8418,2,17
1126,8.5,8654,1,17
1126,8.5,8790,1,17
1126,8.5,9005,1,17
1126,9,8559,2,17
1126,9,8607,2,17
1126,9,8836,2,17
1126,9,8969,2,17
1126,9.5,8008,2,17
1126,9.5,8186,1,17
1126,9.5,8234,2,17
1126,9.5,8370,1,17
1126,9.5,8790,1,17
1126,9.5,8836,1,17
1126,9.5,8881,1,17
1126,9.5,8928,2,17
1126,10,8142,3,17
1126,10,8234,1,17
1126,10,8468,1,17
1126,10,8515,1,17
1127,9,8066,1,38.99
1128,8,8474,1,37.5
1128,8.5,8012,1,37.5
1128,8.5,8423,1,37.5
1128,9,7925,1,37.5
1128,9,8521,2,37.5
1128,9,8613,1,37.5
1128,9,8703,1,37.5
1128,9,8934,1,37.5
1128,9,8975,1,37.5
1128,9.5,8283,1,37.5
1128,9.5,8613,1,37.5
1128,9.5,8886,1,37.5
1128,10,8148,2,37.5
1128,11,8613,1,37.5
1128,11,8886,1,37.5
1128,11.5,8103,3,37.5
1128,11.5,8192,2,37.5
1128,11.5,8329,2,37.5
1128,11.5,8377,2,37.5
1128,11.5,8423,1,37.5
1128,11.5,8659,1,37.5
1128,11.5,8703,1,37.5
1128,12,8474,1,37.5
1129,5.5,7925,2,37.5
1129,6.5,8329,1,37.5
1129,6.5,8521,1,37.5
1129,7.5,8703,1,37.5
1129,9.5,8934,1,37.5
1130,7,8148,1,60
1130,8.5,8975,1,60
1130,9,8886,1,60
1130,9.5,8474,2,60
1131,5.5,8329,1,50
1131,6,8750,1,50
1131,9.5,8057,1,50
1131,9.5,8703,1,50
1133,8.5,8317,1,21
1133,8.5,8876,1,21
1134,7.5,7914,1,41
1134,7.5,8270,1,41
1134,7.5,8462,1,41
1134,8,8965,1,41
1134,8.5,8738,1,41
1134,9.5,7914,1,41
1134,9.5,8785,2,41
1134,10,8137,1,41
1134,10,8270,1,41
1134,10,8738,1,41
1134,10,8922,1,41
1134,10.5,8004,1,41
1134,10.5,8510,1,41
1134,11,7914,1,41
1134,11,8004,1,41
1134,11,8090,1,41
1134,11,8365,1,41
1134,11,8602,1,41
1134,11.5,8090,2,41
1134,11.5,8553,1,41
1134,11.5,8738,1,41
1134,11.5,8785,2,41
1134,11.5,8876,1,41
1134,11.5,8965,1,41
1134,12,8876,1,41
1135,10.5,8137,1,39.99
1135,10.5,8922,1,39.99
1135,11,7958,1,39.99
1136,6,8462,1,30
1136,6,8922,1,30
1136,8,8365,1,30
1136,8,8738,1,30
1136,8.5,8365,1,30
1137,6.5,7914,1,47.5
1138,5,8876,1,33.99
1138,5.5,8462,2,33.99
1138,5.5,8738,1,33.99
1138,5.5,8830,1,33.99
1138,6.5,7958,1,33.99
1138,6.5,8317,1,33.99
1138,6.5,8785,1,33.99
1138,6.5,8922,1,33.99
1138,7,8137,1,33.99
1138,7,8922,1,33.99
1139,9,8738,1,52
1139,11.5,8181,1,52
1139,11.5,8738,1,52
1139,11.5,8830,1,52
1139,11.5,8965,1,52
1141,11.5,8090,2,37.49
1141,11.5,8648,1,37.49
1141,11.5,8876,1,37.49
1141,11.5,8965,1,37.49
1141,12,8365,1,37.49
1142,9,7958,2,44.5
1142,11,8412,1,44.5
1143,7.5,8317,2,60
1143,7.5,8738,2,60
1143,9,8553,1,60
1143,9.5,8090,1,60
1143,9.5,8317,1,60
1143,9.5,8602,1,60
1143,9.5,8738,1,60
1143,10,8004,1,60
1143,10,8830,1,60
1143,11,8004,1,60
1143,11,8365,1,60
1143,11.5,8317,2,60
1143,11.5,8365,2,60
1143,11.5,8462,2,60
1143,11.5,8510,1,60
1143,11.5,8648,1,60
1143,11.5,8693,1,60
1143,12,7958,2,60
1143,12,8004,1,60
1143,12,8830,1,60
1144,7.5,8137,1,48
1144,8.5,8317,1,48
1144,9.5,8090,1,48
1144,9.5,8965,1,48
1144,10,8228,1,48
1144,10.5,8965,1,48
1144,12,8412,1,48
1145,7.5,8047,1,62.5
1145,7.5,8510,1,62.5
1145,9.5,8785,2,62.5
1145,10,7914,1,62.5
1145,10,8693,2,62.5
1145,11,8553,2,62.5
1145,11.5,8510,1,62.5
1145,11.5,8830,1,62.5
1145,12,8047,2,62.5
1146,5.5,8004,1,33.99
1146,5.5,8738,1,33.99
1146,10,8365,1,33.99
1147,7.5,7914,1,42
1147,7.5,8922,1,42
1147,9.5,8462,1,42
1147,9.5,8922,1,42
1147,10.5,8270,1,42
1147,10.5,8462,1,42
1147,10.5,8602,1,42
1147,10.5,8876,1,42
1147,12,8047,1,42
1147,12,8412,1,42
1147,12,8738,2,42
1148,10,8876,1,51.5
1148,11.5,8004,2,51.5
1148,11.5,8553,1,51.5
1149,11.5,8876,1,46.5
1149,11.5,9001,1,46.5
1149,12,8602,1,46.5
1150,8.5,8164,1,39.99
1150,9,8396,1,39.99
1150,9.5,8121,1,39.99
1150,9.5,8633,1,39.99
1150,9.5,8678,1,39.99
1150,10.5,8121,1,39.99
1150,10.5,8586,1,39.99
1150,10.5,8678,2,39.99
1150,10.5,8906,1,39.99
1150,10.5,8951,1,39.99
1151,9.5,8951,2,37.5
1152,8.5,8889,1,15.5
1152,9,8286,2,15.5
1152,9,8477,2,15.5
1152,9.5,8662,1,15.5
1152,9.5,8978,2,15.5
1152,10.5,7928,2,15.5
1152,12,8106,1,15.5
1153,7.5,8106,1,9.49
1153,8.5,8151,1,9.49
1153,8.5,8332,1,9.49
1153,9,8426,2,9.49
1153,10,8060,1,9.49
1153,10.5,8015,1,9.49
1153,10.5,8937,1,9.49
1153,11,7928,2,9.49
1153,11,8568,1,9.49
1154,7,7915,1,6
1154,7,8413,1,6
1154,7,8463,1,6
1155,7.5,8091,1,15.5
1155,8,7959,1,15.5
1155,8,8923,1,15.5
1155,8.5,7959,1,15.5
1155,8.5,8091,1,15.5
1155,10,8048,1,15.5
1155,11,7915,1,15.5
1155,11,8229,1,15.5
1155,11,9002,1,15.5
1156,7,8091,1,17.5
1156,7,8831,1,17.5
1156,7.5,7959,2,17.5
1156,7.5,8318,1,17.5
1156,7.5,8366,1,17.5
1156,8.5,8229,1,17.5
1156,10,8966,1,17.5
1157,7.5,8923,1,15.5
1157,8,8831,1,15.5
1157,9,8877,1,15.5
1157,11,8786,2,15.5
1158,7,8271,1,20
1158,8.5,8831,2,20
1158,11,8877,1,20
1158,11,8966,1,20
1159,6.5,8390,1,13.5
1159,8,8852,1,13.5
1160,10.5,8226,2,9.99
1160,10.5,8874,1,9.99
1160,12,8551,1,9.99
1160,12,8736,1,9.99
1161,9,8874,1,8
1161,10,8410,1,8
1161,10.5,8460,1,8
1161,10.5,8551,1,8
1161,10.5,8736,1,8
1161,11,8135,1,8
1161,11,8410,2,8
1161,12,8088,1,8
1162,6.5,7915,2,15
1162,6.5,8694,1,15
1162,8.5,8831,1,15
1163,6,8603,1,18
1163,6.5,8091,1,18
1163,6.5,8138,1,18
1163,6.5,8318,1,18
1163,7,8511,1,18
1163,7,8694,2,18
1163,7.5,8091,1,18
1163,7.5,8138,1,18
1163,7.5,8877,1,18
1163,8,8091,1,18
1163,8,8739,1,18
1163,8.5,8005,1,18
1163,8.5,8603,1,18
1163,10,8649,1,18
1163,10,8694,1,18
1164,6.5,8739,1,14
1164,8,8694,2,14
1164,8.5,8091,1,14
1165,5.5,8694,1,9.49
1165,6,7959,1,9.49
1165,6.5,8463,1,9.49
1165,7,8463,1,9.49
1165,7.5,8739,1,9.49
1165,7.5,8786,1,9.49
1166,5,8090,1,34.49
1166,5,8137,1,34.49
1166,5,8412,1,34.49
1166,5,8510,2,34.49
1166,5,8602,1,34.49
1166,5,8785,1,34.49
1166,5,8830,1,34.49
1167,9.5,8620,1,27
1168,8,8245,1,34.49
1168,8.5,7931,1,34.49
1168,8.5,8109,1,34.49
1168,8.5,8430,1,34.49
1168,9,8893,1,34.49
1168,9.5,8290,1,34.49
1168,10,8109,2,34.49
1168,10.5,8154,1,34.49
1168,10.5,8384,1,34.49
1168,10.5,8528,1,34.49
1168,11,8019,1,34.49
1168,11,8154,1,34.49
1168,11.5,8245,1,34.49
1168,11.5,8528,1,34.49
1168,11.5,8666,1,34.49
1168,11.5,8847,1,34.49
1168,11.5,8941,1,34.49
1168,12,8245,1,34.49
1169,7,8548,1,31
1169,10,7999,1,31
1169,10,8827,2,31
1169,11,8505,1,31
1170,11,7953,1,16
1171,8.5,8013,1,20.5
1171,8.5,8566,1,20.5
1171,9,8149,1,20.5
1171,9.5,8240,1,20.5
1171,9.5,8660,1,20.5
1171,9.5,8843,1,20.5
1171,10,8149,1,20.5
1171,10,8330,1,20.5
1171,10,8424,1,20.5
1171,10,8475,1,20.5
1171,10,8751,1,20.5
1171,10.5,7926,1,20.5
1171,10.5,8475,1,20.5
1171,10.5,8614,1,20.5
1171,11,8193,2,20.5
1171,11,8935,1,20.5
1171,11,8976,1,20.5
1171,12,7970,1,20.5
1171,12,8104,1,20.5
1171,12,8566,1,20.5
1171,12,8795,2,20.5
1171,12,8887,1,20.5
1171,12,8976,1,20.5
1172,6,8423,1,23.5
1172,7.5,8521,1,23.5
1172,8,7925,1,23.5
1173,9.5,8226,1,5.5
1173,9.5,8600,1,5.5
1173,9.5,8920,1,5.5
1174,7.5,8241,2,29
1174,7.5,8476,1,29
1174,8.5,8014,1,29
1174,8.5,8661,1,29
1174,8.5,8705,2,29
1174,8.5,8888,1,29
1174,9,8194,2,29
1174,9,8523,1,29
1174,9,8661,1,29
1174,9,8752,1,29
1174,9.5,7927,1,29
1174,9.5,8425,2,29
1174,10,8285,1,29
1174,10,8977,1,29
1174,10.5,7971,1,29
1174,10.5,8241,1,29
1174,10.5,8331,1,29
1174,10.5,8567,1,29
1174,10.5,8661,1,29
1174,10.5,8844,1,29
1174,11,8105,1,29
1174,12,8567,2,29
1174,12,8844,1,29
1174,12,8888,1,29
1174,12,8977,1,29
1175,6,8463,2,16
1175,7.5,8005,1,16
1175,7.5,8182,1,16
1175,7.5,8603,1,16
1175,8.5,8786,2,16
1175,8.5,8923,1,16
1175,9,8511,2,16
1176,8,8674,1,42.5
1176,9.5,7937,2,42.5
1176,10,8629,1,42.5
1176,10,8854,1,42.5
1176,10.5,8439,2,42.5
1176,11,8439,1,42.5
1176,12,8027,1,42.5
1176,12,8297,1,42.5
1176,12,8582,1,42.5
1176,12,8767,1,42.5
1178,6,8100,1,28.5
1178,6,8237,1,28.5
1178,8,7968,1,28.5
1178,9,8100,1,28.5
1178,9,8471,1,28.5
1178,9,8518,1,28.5
1178,9,8839,1,28.5
1179,9,8466,1,50
1180,11.5,8317,1,24.5
1180,11.5,8412,1,24.5
1180,11.5,8922,1,24.5
1181,7,8922,1,23
1181,7.5,8462,1,23
1181,8.5,8510,1,23
1181,10,8181,1,23
1181,10,8317,1,23
1181,10,8876,2,23
1181,10,8922,1,23
1181,10.5,7914,1,23
1181,10.5,8004,1,23
1181,10.5,8228,1,23
1181,10.5,8553,1,23
1181,11,8365,1,23
1181,11,8738,1,23
1181,11.5,7914,1,23
1181,11.5,7958,2,23
1181,11.5,8004,1,23
1181,11.5,8047,2,23
1181,11.5,8137,1,23
1181,11.5,8317,1,23
1181,11.5,8365,1,23
1181,11.5,8462,1,23
1181,11.5,8510,1,23
1181,11.5,8553,1,23
1181,11.5,8738,1,23
1181,11.5,8785,3,23
1181,11.5,8830,1,23
1181,11.5,8876,1,23
1181,11.5,8922,1,23
1181,12,8004,1,23
1181,12,8462,1,23
1181,12,8830,2,23
1182,7,8876,2,20
1182,11.5,8181,1,20
1182,11.5,8553,1,20
1182,11.5,8648,1,20
1182,11.5,8738,1,20
1182,11.5,8922,1,20
1182,11.5,8965,1,20
1183,9,8387,2,27.5
1183,9.5,8387,1,27.5
1183,9.5,8577,1,27.5
1183,9.5,8806,1,27.5
1183,11.5,8531,1,27.5
1184,9,8221,1,26
1184,10,8405,1,26
1185,8,7930,1,40
1185,8.5,8570,1,40
1185,9,8288,1,40
1185,9,8526,1,40
1185,9.5,8382,2,40
1185,10,8939,2,40
1185,10.5,8382,1,40
1185,10.5,8428,1,40
1185,11,8107,1,40
1185,11,8526,1,40
1185,12,8428,1,40
1185,12,8664,1,40
1185,12,8707,1,40
1185,12,8799,1,40
1186,7.5,7913,1,35
1186,8,7957,1,35
1186,8.5,8227,1,35
1186,9.5,7913,2,35
1186,9.5,8316,1,35
1186,9.5,8737,1,35
1186,9.5,8921,1,35
1186,10.5,8136,1,35
1186,10.5,8461,1,35
1186,10.5,8601,1,35
1186,10.5,8829,1,35
1186,10.5,8921,1,35
1186,11,8829,2,35
1186,11,8921,1,35
1186,12,8046,2,35
1186,12,8136,2,35
1186,12,8364,1,35
1186,12,8964,2,35
1187,9,8694,1,8
1187,10,8923,2,8
1188,9.5,8618,1,47.5
1188,10.5,7930,1,47.5
1189,7.5,8526,1,55
1189,8.5,7974,1,55
1189,8.5,8107,1,55
1189,8.5,8382,1,55
1189,8.5,8891,1,55
1189,9,8428,1,55
1189,9,8707,1,55
1189,9,8891,1,55
1189,9,8939,1,55
1189,9.5,7884,2,55
1189,9.5,7930,1,55
1189,9.5,8061,2,55
1189,9.5,8107,2,55
1189,9.5,8152,1,55
1189,9.5,8243,2,55
1189,9.5,8288,1,55
1189,9.5,8334,1,55
1189,9.5,8382,1,55
1189,9.5,8428,1,55
1189,9.5,8664,4,55
1189,9.5,8799,2,55
1189,9.5,8846,1,55
1189,9.5,8939,1,55
1189,9.5,8979,1,55
1189,10,8243,1,55
1189,10,8288,1,55
1189,10,8382,1,55
1189,10,8479,2,55
1189,10,8755,1,55
1189,10.5,7884,1,55
1189,10.5,7974,3,55
1189,10.5,8107,1,55
1189,10.5,8382,1,55
1189,10.5,8479,1,55
1189,10.5,8846,2,55
1189,10.5,8939,1,55
1189,11,7884,1,55
1189,11,8152,3,55
1189,11,8707,2,55
1189,11,8799,1,55
1189,11,8846,1,55
1189,11,8891,1,55
1189,12,7884,1,55
1189,12,8382,1,55
1189,12,8799,1,55
1190,9,8939,1,19.5
1191,8.5,8167,1,27.5
1191,8.5,8304,1,27.5
1191,8.5,8589,1,27.5
1191,8.5,8909,1,27.5
1191,9.5,8589,2,27.5
1191,12,8124,1,27.5
1192,8,8714,2,17.5
1192,8.5,8762,1,17.5
1192,9.5,8435,1,17.5
1192,9.5,8671,1,17.5
1192,10,8204,1,17.5
1192,10,8851,1,17.5
1192,10,8898,2,17.5
1192,10.5,7891,1,17.5
1192,10.5,8944,1,17.5
1192,11,7935,1,17.5
1192,11,8204,1,17.5
1192,11,8762,2,17.5
1192,11.5,8487,1,17.5
1192,11.5,8532,1,17.5
1192,11.5,8714,2,17.5
1192,12,8388,2,17.5
1193,9,8725,1,12.49
1194,8.5,8266,1,36
1194,9,8312,1,36
1194,9,8917,1,36
1194,9.5,8688,1,36
1194,9.5,8827,1,36
1194,11,8872,1,36
1194,11,8998,1,36
1194,11.5,8407,1,36
1194,11.5,8457,1,36
1194,11.5,8734,1,36
1194,12,7953,1,36
1194,12,8505,1,36
1195,8.5,8377,2,43.5
1195,9,7925,1,43.5
1195,9.5,8012,3,43.5
1195,9.5,8283,1,43.5
1195,9.5,8423,1,43.5
1195,9.5,8565,1,43.5
1195,10.5,8521,2,43.5
1195,10.5,8703,1,43.5
1195,11,7925,1,43.5
1195,11,8148,1,43.5
1195,11,8565,2,43.5
1195,11.5,8283,1,43.5
1195,12,8565,1,43.5
1196,6,8727,1,15
1196,6.5,8400,1,15
1196,7,8306,1,15
1196,7.5,8126,1,15
1196,8,8353,1,15
1196,8.5,7946,2,15
1196,8.5,8126,1,15
1196,8.5,8306,1,15
1196,8.5,8911,1,15
1196,9,8260,1,15
1196,9,8682,2,15
1196,10,8542,1,15
1197,9.5,7909,1,21.5
1197,10.5,8132,1,21.5
1197,10.5,8733,2,21.5
1197,11,8222,3,21.5
1197,11,8406,1,21.5
1198,6.5,8084,1,18
1198,6.5,8360,1,18
1198,7.5,8871,1,18
1198,9.5,7909,1,18
1198,9.5,8687,2,18
1199,6,8471,1,9.99
1199,6,8839,2,9.99
1199,8,8280,1,9.99
1199,9,8189,1,9.99
1199,9,8237,1,9.99
1199,10,8610,1,9.99
1200,7,8010,1,30
1200,7,8472,1,30
1200,7.5,8147,1,30
1200,8,8885,1,30
1200,8.5,8056,1,30
1200,8.5,8840,1,30
1200,9,8472,1,30
1200,10,8190,1,30
1200,10,8611,1,30
1200,10,8840,1,30
1200,10,8933,1,30
1200,11,8328,1,30
1200,11,8611,1,30
1200,11,8748,1,30
1201,7.5,8091,1,11.49
1201,7.5,8182,1,11.49
1201,7.5,8366,1,11.49
1201,7.5,8511,1,11.49
1201,8,8739,1,11.49
1201,8.5,8138,1,11.49
1201,8.5,8271,1,11.49
1201,8.5,8923,1,11.49
1201,9,8739,1,11.49
1201,10,7959,1,11.49
1201,11,8366,1,11.49
1201,11,8413,1,11.49
1201,11,8739,1,11.49
1201,11,8877,1,11.49
1202,7.5,8048,2,10.99
1202,10,8182,2,10.99
1202,11,8786,1,10.99
1202,11,8923,1,10.99
1203,8,8511,2,15
1203,8.5,8138,2,15
1203,8.5,8966,1,15
1203,9,8048,1,15
1203,9,8603,2,15
1203,10,8091,1,15
1203,10,8786,1,15
1203,10,8877,1,15
1203,11,8138,1,15
1203,11,8182,1,15
1203,11,8413,1,15
1203,11,8554,2,15
1203,11,8831,2,15
1203,11,8966,1,15
1204,8,8074,1,38.49
1204,8,8121,1,38.49
1204,8,8349,1,38.49
1204,9.5,8906,1,38.49
1205,9,7987,1,31.5
1205,9,8074,1,31.5
1205,10.5,8255,1,31.5
1205,11,7941,2,31.5
1205,11,8031,1,31.5
1205,11,8074,1,31.5
1205,12,8494,1,31.5
1206,8,8613,1,29.5
1206,8.5,8239,1,29.5
1206,8.5,8794,1,29.5
1206,9,8423,1,29.5
1206,10,8192,1,29.5
1206,10,8329,2,29.5
1206,10,8474,1,29.5
1206,10,8842,1,29.5
1206,10.5,7925,1,29.5
1206,10.5,8012,1,29.5
1206,10.5,8103,1,29.5
1206,10.5,8192,1,29.5
1206,11,8565,1,29.5
1206,11,8659,1,29.5
1206,11.5,8377,1,29.5
1206,11.5,8474,2,29.5
1206,11.5,8703,1,29.5
1206,11.5,8842,1,29.5
1206,11.5,8886,1,29.5
1206,12,8474,1,29.5
1206,12,8750,2,29.5
1206,12.5,7925,1,29.5
1206,12.5,8012,4,29.5
1206,12.5,8057,2,29.5
1206,12.5,8103,1,29.5
1206,12.5,8192,3,29.5
1206,12.5,8239,1,29.5
1206,12.5,8329,3,29.5
1206,12.5,8377,2,29.5
1206,12.5,8423,2,29.5
1206,12.5,8474,3,29.5
1206,12.5,8565,4,29.5
1206,12.5,8613,1,29.5
1206,12.5,8659,2,29.5
1206,12.5,8750,3,29.5
1206,12.5,8794,3,29.5
1206,12.5,8842,2,29.5
1206,12.5,8886,1,29.5
1207,8.5,8887,1,30
1207,9,8751,1,30
1207,9,8795,1,30
1207,9.5,8149,1,30
1207,9.5,8330,1,30
1207,9.5,8475,1,30
1207,9.5,8614,1,30
1207,9.5,8751,1,30
1207,9.5,8843,1,30
1207,9.5,8976,1,30
1207,10,8149,3,30
1207,10,8424,1,30
1207,10,8475,1,30
1207,10,8522,2,30
1207,10.5,8013,1,30
1207,10.5,8149,2,30
1207,10.5,8378,1,30
1207,10.5,8614,2,30
1207,10.5,8935,1,30
1207,11,7926,1,30
1207,11,8013,2,30
1207,11,8058,1,30
1207,11,8424,1,30
1207,11,8614,1,30
1207,11,8843,2,30
1207,11,8976,1,30
1207,12,8104,1,30
1207,12,8284,1,30
1207,12,8566,1,30
1207,12,8795,2,30
1207,12,8935,1,30
1208,6.5,8748,1,30
1208,7,8611,1,30
1208,7.5,8101,1,30
1210,6,8923,1,5.5
1211,9,8305,1,35
1211,9,8726,1,35
1211,10.5,7945,1,35
1211,11,8214,1,35
1211,11,8399,1,35
1211,11,8637,1,35
1211,11,8818,1,35
1211,11.5,8541,1,35
1211,11.5,8775,2,35
1211,11.5,8863,1,35
1211,12,8863,1,35
1212,8,8726,2,32.99
1212,9,8448,1,32.99
1212,11,8399,1,32.99
1212,11.5,8035,1,32.99
1212,11.5,8168,1,32.99
1212,11.5,8305,1,32.99
1212,11.5,8448,1,32.99
1212,11.5,8681,2,32.99
1212,11.5,8863,1,32.99
1213,7,8497,1,35
1213,7.5,7991,1,35
1213,7.5,8910,1,35
1213,9,8818,1,35
1213,9.5,8214,1,35
1213,9.5,8305,1,35
1213,9.5,8541,2,35
1213,10,7991,1,35
1213,10,8259,1,35
1213,10,8775,1,35
1213,11,7991,1,35
1213,11,8448,1,35
1213,11,8681,1,35
1213,11,8863,1,35
1213,11.5,7945,1,35
1213,11.5,8125,2,35
1213,11.5,8352,1,35
1213,11.5,8726,2,35
1213,11.5,8818,1,35
1213,11.5,8954,1,35
1213,12,8775,1,35
1214,8,7945,1,33.99
1214,10,8168,1,33.99
1214,10,8726,1,33.99
1214,10,8954,1,33.99
1214,11,8125,1,33.99
1214,12,8497,1,33.99
1214,12,8541,2,33.99
1214,12,8726,2,33.99
1215,7,7991,2,35
1215,7,8448,1,35
1215,7,8637,1,35
1215,7.5,8818,1,35
1215,8.5,8993,1,35
1215,9,7945,1,35
1215,9,8863,1,35
1215,9.5,8497,1,35
1215,9.5,8726,1,35
1215,10,8448,1,35
1215,10,8910,1,35
1215,10.5,7991,4,35
1215,10.5,8125,2,35
1215,10.5,8168,1,35
1215,10.5,8214,1,35
1215,10.5,8305,1,35
1215,10.5,8726,2,35
1215,10.5,8775,1,35
1215,10.5,8818,2,35
1215,10.5,8954,1,35
1215,11,7902,1,35
1215,11,8125,2,35
1215,11,8168,2,35
1215,11,8259,1,35
1215,11,8352,2,35
1215,11,8448,1,35
1215,11,8497,2,35
1215,11.5,7991,1,35
1215,11.5,8168,4,35
1215,11.5,8214,2,35
1215,11.5,8259,1,35
1215,11.5,8352,2,35
1215,11.5,8497,3,35
1215,11.5,8726,1,35
1215,11.5,8775,1,35
1215,11.5,8818,1,35
1215,12,7902,2,35
1216,5.5,8214,1,37.5
1216,6,8305,1,37.5
1216,6.5,8078,1,37.5
1216,6.5,8541,1,37.5
1216,8,7902,2,37.5
1216,8,8910,2,37.5
1216,8.5,8035,1,37.5
1216,8.5,8726,1,37.5
1216,8.5,8910,2,37.5
1216,9,8726,2,37.5
1216,9.5,8305,1,37.5
1216,11,7991,1,37.5
1216,11,8259,1,37.5
1216,11,8590,1,37.5
1216,11,8993,1,37.5
1217,7,8352,1,40
1217,8,8125,1,40
1217,8,8497,1,40
1217,8,8954,1,40
1217,8.5,8590,1,40
1217,9.5,8399,1,40
1217,9.5,8818,1,40
1217,10.5,8497,1,40
1217,10.5,8863,1,40
1217,11.5,8305,1,40
1217,11.5,8954,2,40
1219,8,8448,1,35
1219,8,8910,2,35
1219,9,8125,1,35
1219,9.5,8863,1,35
1219,11.5,8399,2,35
1219,11.5,8497,1,35
1221,6.5,8831,1,19
1221,7,8831,1,19
1221,7.5,8603,1,19
1221,7.5,8877,1,19
1221,8.5,8005,1,19
1221,8.5,8318,1,19
1221,8.5,8413,1,19
1221,8.5,8603,1,19
1221,10,8831,1,19
1221,10,8877,1,19
1222,7.5,8712,1,17.5
1222,8.5,8485,2,17.5
1222,9,8339,1,17.5
1222,9,8896,1,17.5
1222,10,8339,1,17.5
1222,10,8623,1,17.5
1223,8.5,8312,1,33.49
1223,9,8917,2,33.49
1223,9.5,7910,2,33.49
1223,9.5,7999,1,33.49
1223,10.5,8133,1,33.49
1223,10.5,8176,2,33.49
1223,10.5,8223,1,33.49
1223,10.5,8361,1,33.49
1224,7,8312,1,36
1224,8,8872,1,36
1224,9,8781,1,36
1224,9.5,8917,1,36
1224,10,8688,1,36
1224,10.5,7910,2,36
1224,10.5,8505,1,36
1224,11.5,8872,1,36
1224,11.5,8962,1,36
1224,12,8688,1,36
1225,9.5,8457,1,25
1226,7,8312,1,34
1226,7.5,8133,2,34
1226,7.5,8312,1,34
1226,8,8457,1,34
1226,9,7999,1,34
1226,9,8176,1,34
1226,9,8505,1,34
1226,9,8688,2,34
1226,9.5,7999,1,34
1226,9.5,8133,1,34
1226,9.5,8176,1,34
1226,9.5,8223,1,34
1226,10,8457,1,34
1226,10.5,8085,1,34
1226,10.5,8872,1,34
1226,11,8044,1,34
1226,11,8133,1,34
1226,11,8176,1,34
1226,11,8734,3,34
1226,12,8085,1,34
1226,12,8223,1,34
1226,12,8266,1,34
1226,12,8688,2,34
1226,12,8917,1,34
1227,7.5,8044,2,36
1227,8,8407,1,36
1227,8.5,8827,1,36
1227,8.5,8917,1,36
1227,9,8133,1,36
1227,9,8312,1,36
1227,9,8998,1,36
1227,9.5,7999,2,36
1227,9.5,8361,1,36
1227,9.5,8827,1,36
1227,10,8361,2,36
1227,10,8407,1,36
1227,10,8688,1,36
1227,10.5,8312,1,36
1227,10.5,8998,2,36
1227,11.5,7999,1,36
1227,11.5,8223,1,36
1227,11.5,8266,1,36
1227,11.5,8597,3,36
1227,11.5,8827,1,36
1227,11.5,8872,1,36
1227,12,8044,1,36
1227,12,8407,1,36
1227,12,8917,1,36
1228,7,8223,1,23.5
1228,7,8407,2,23.5
1228,9,7999,1,23.5
1228,9,8266,2,23.5
1228,9,8457,1,23.5
1229,8,8139,1,20
1229,9.5,7916,2,20
1229,9.5,8230,2,20
1229,9.5,8414,1,20
1229,9.5,8464,1,20
1229,9.5,8787,1,20
1229,10,8139,1,20
1229,10,8967,2,20
1230,5,8688,1,17.5
1230,9.5,7999,1,17.5
1230,9.5,8457,1,17.5
1230,10.5,8505,1,17.5
1231,6,8463,1,8.49
1231,6.5,8413,1,8.49
1232,6.5,8377,1,36
1232,6.5,8842,1,36
1232,7.5,8613,1,36
1232,8.5,8423,1,36
1232,9.5,8103,1,36
1233,6.5,8400,3,7
1233,7,8542,1,7
1233,7.5,8079,1,7
1233,7.5,8776,2,7
1233,7.5,8955,1,7
1234,6,7981,1,21.5
1234,6,8390,1,21.5
1234,6.5,8580,1,21.5
1235,7,8955,1,12.99
1235,8,8400,1,12.99
1235,8.5,7903,1,12.99
1235,8.5,8036,1,12.99
1235,9,8126,1,12.99
1235,9,8776,1,12.99
1235,10,8079,1,12.99
1235,10,8400,1,12.99
1236,6,8048,2,13.5
1236,6,8413,1,13.5
1236,6.5,8048,1,13.5
1236,6.5,8091,1,13.5
1236,7.5,7915,1,13.5
1236,7.5,8182,2,13.5
