saleid,saledate,customerid,tax,shipping
193421,2014-12-14,7426,0,9.95
193422,2014-12-14,5132,0,9.95
193423,2014-12-14,6144,0,22.71
193424,2014-12-14,17375,0,40.93
193425,2014-12-14,8947,0,18.59
193426,2014-12-14,1130,0,37.15
193427,2014-12-14,3832,0,32.99
193428,2014-12-14,6727,0,25.36
193429,2014-12-14,13674,0,48.78
193430,2014-12-14,9075,0,9.95
193431,2014-12-14,3310,7.04,9.95
193432,2014-12-14,11770,0,34.05
193433,2014-12-14,9909,0,9.95
193434,2014-12-15,11172,0,43.78
193435,2014-12-15,8223,0,20.27
193436,2014-12-15,12129,0,9.95
193437,2014-12-15,15044,0,37.25
193438,2014-12-15,14000,0,9.95
193439,2014-12-15,15624,0,9.95
193440,2014-12-16,6485,0,44.83
193441,2014-12-16,9819,3.2,9.95
193442,2014-12-16,11852,0,27.28
193443,2014-12-16,10735,0,46.28
193444,2014-12-16,7094,28.88,43.93
193445,2014-12-16,8704,14.24,32.93
193446,2014-12-16,14546,0,50.66
193447,2014-12-17,13649,2.64,9.95
193448,2014-12-17,16498,0,9.95
193449,2014-12-17,13771,0,9.95
193450,2014-12-17,18127,0,18.83
193451,2014-12-17,13368,0,42.63
193452,2014-12-17,9248,0,43.43
193453,2014-12-17,16914,0,43.56
193454,2014-12-17,3350,0,37.53
193455,2014-12-18,14425,0,9.95
193456,2014-12-18,11535,6.8,9.95
193457,2014-12-18,757,0,9.95
193458,2014-12-18,7497,0,33.53
193459,2014-12-18,8493,37.52,46.09
193460,2014-12-18,10282,0,9.95
193461,2014-12-18,13289,0,9.95
193462,2014-12-18,13811,0,9.95
193463,2014-12-18,4317,0,9.95
193464,2014-12-18,7092,0,33.49
193465,2014-12-19,16391,0,42.71
193466,2014-12-19,6854,0,50.6
193467,2014-12-19,4365,0,49.08
193468,2014-12-19,3200,0,34.21
193469,2014-12-19,6486,0,9.95
193470,2014-12-19,18189,0,48.06
193471,2014-12-19,6798,0,27.2
193472,2014-12-19,11188,0,43.07
193473,2014-12-19,2881,0,9.95
193474,2014-12-19,15552,0,44.77
193475,2014-12-19,10437,0,40.23
193476,2014-12-19,11290,0,43.15
193477,2014-12-20,9082,0,34.05
193478,2014-12-20,13425,0,43.27
193479,2014-12-20,12327,0,31.63
193480,2014-12-20,6663,0,9.95
193481,2014-12-20,1224,0,41.07
193482,2014-12-21,8765,0,9.95
193483,2014-12-21,2998,0,25.68
193484,2014-12-21,8465,0,9.95
193485,2014-12-21,6375,0,9.95
193486,2014-12-21,15749,0,31.91
193487,2014-12-21,5425,0,9.95
193488,2014-12-21,9709,0,9.95
193489,2014-12-22,16808,0,9.95
193490,2014-12-22,13490,0,9.95
193491,2014-12-22,14116,0,42.95
193492,2014-12-22,12809,0,33.75
193493,2014-12-22,17792,0,9.95
193494,2014-12-22,14040,0,44.69
193495,2014-12-23,14490,0,9.95
193496,2014-12-23,11301,0,43.05
193497,2014-12-23,14695,0,45.6
193498,2014-12-23,16418,0,55.35
193499,2014-12-23,13106,0,9.95
193500,2014-12-23,4482,0,51.26
193501,2014-12-23,953,0,38.33
193502,2014-12-23,3612,0,9.95
193503,2014-12-23,9327,0,9.95
193504,2014-12-23,7945,0,20.91
193505,2014-12-23,15769,0,9.95
193506,2014-12-23,4334,0,9.95
193507,2014-12-23,8099,0,51.6
193508,2014-12-24,5234,0,9.95
193509,2014-12-24,9800,0,38.97
193510,2014-12-24,16838,0,9.95
193511,2014-12-24,7945,0,33.77
193512,2014-12-24,4482,0,9.95
193513,2014-12-25,3149,0,9.95
193514,2014-12-25,7401,0,19.51
193515,2014-12-25,2852,0,9.95
193516,2014-12-25,8593,0,9.95
193517,2014-12-25,12865,0,50.67
193518,2014-12-26,17349,0,20.71
193519,2014-12-26,11323,6.4,9.95
193520,2014-12-26,10692,0,27.08
193521,2014-12-26,13017,0,9.95
193522,2014-12-26,2609,0,9.95
193523,2014-12-26,12437,0,53.5
193524,2014-12-26,12311,0,37.29
193525,2014-12-26,11331,0,9.95
193526,2014-12-26,10477,0,9.95
193527,2014-12-26,9451,0,9.95
193528,2014-12-26,17996,0,9.95
193529,2014-12-26,1089,0,45.74
193530,2014-12-26,5955,0,9.95
193531,2014-12-26,16105,0,9.95
193532,2014-12-27,1967,0,52.58
193533,2014-12-27,16265,0,45.54
193534,2014-12-27,12991,0,39.53
193535,2014-12-27,15199,0,44.41
193536,2014-12-27,10983,0,9.95
193537,2014-12-27,14834,0,50.12
193538,2014-12-27,5973,0,28.24
193539,2014-12-27,4886,0,51.97
193540,2014-12-27,8272,0,9.95
193541,2014-12-27,9969,0,54.05
193542,2014-12-27,10665,0,9.95
193543,2014-12-27,260,0,38.43
193544,2014-12-28,17142,0,9.95
193545,2014-12-28,14479,0,33.17
193546,2014-12-28,5128,0,9.95
193547,2014-12-28,464,0,50.18
193548,2014-12-28,926,0,9.95
193549,2014-12-28,11654,0,33.35
193550,2014-12-28,15992,0,42.65
193551,2014-12-28,14535,0,9.95
193552,2014-12-29,1544,42.88,53.79
193553,2014-12-29,1054,0,45.72
193554,2014-12-29,16751,0,40.87
193555,2014-12-29,235,0,21.51
193556,2014-12-29,1285,0,21.91
193557,2014-12-29,12057,0,47.8
193558,2014-12-29,7094,13.92,21.39
193559,2014-12-29,15203,0,9.95
193560,2014-12-30,1198,0,9.95
193561,2014-12-30,3202,7.04,9.95
193562,2014-12-30,2149,0,52.64
193563,2014-12-30,12910,0,48.52
193564,2014-12-30,4884,0,44.57
193565,2014-12-30,11353,0,48.12
193566,2014-12-30,12173,15.44,21.77
193567,2014-12-30,11536,0,9.95
193568,2014-12-30,11799,0,39.37
193569,2014-12-30,2597,0,33.23
193570,2014-12-30,11667,0,54.85
193571,2014-12-30,4853,0,9.95
193572,2014-12-30,2133,0,53.67
193573,2014-12-30,14942,0,9.95
193574,2014-12-30,7113,0,44.25
193575,2014-12-31,928,0,37.15
193576,2014-12-31,6269,0,9.95
193577,2014-12-31,2256,0,9.95
193578,2014-12-31,6755,0,33.63
193579,2014-12-31,12393,0,39.83
193580,2015-01-01,1613,5.76,9.95
193581,2015-01-01,11492,0,49.48
193582,2015-01-01,5286,0,9.95
193583,2015-01-01,7722,0,9.95
193584,2015-01-01,7367,0,50.35
193585,2015-01-01,3039,0,51.48
193586,2015-01-02,11148,0,27.08
193587,2015-01-02,14905,0,49.02
193588,2015-01-02,16374,0,49.76
193589,2015-01-02,3202,2.32,9.95
193590,2015-01-02,18016,0,9.95
193591,2015-01-02,610,0,9.95
193592,2015-01-02,13445,0,40.05
193593,2015-01-02,8089,0,44.81
193594,2015-01-02,6301,0,47.01
193595,2015-01-02,2554,0,9.95
193596,2015-01-02,9252,0,9.95
193597,2015-01-02,14553,0,33.83
193598,2015-01-04,961,0,9.95
193599,2015-01-04,2635,0,9.95
193600,2015-01-04,4067,0,50.86
193601,2015-01-04,1338,8.8,9.95
193602,2015-01-04,15651,0,36.65
193603,2015-01-04,13818,0,9.95
193604,2015-01-04,16958,0,45.82
193605,2015-01-04,1269,0,47.2
193606,2015-01-04,15615,0,49.96
193607,2015-01-04,3853,0,9.95
193608,2015-01-05,3330,0,9.95
193609,2015-01-05,18345,0,52.68
193610,2015-01-05,3223,0,9.95
193611,2015-01-05,11886,0,28.22
193612,2015-01-05,16869,0,34.03
193613,2015-01-05,5700,0,52.94
193614,2015-01-06,1884,0,43.23
193615,2015-01-06,10049,0,33.21
193616,2015-01-06,2903,0,19.61
193617,2015-01-06,1089,0,9.95
193618,2015-01-06,7813,0,19.91
193619,2015-01-06,3809,0,9.95
193620,2015-01-06,3664,0,9.95
193621,2015-01-07,13197,0,9.95
193622,2015-01-07,10446,0,20.11
193623,2015-01-07,13364,0,9.95
193624,2015-01-07,12335,0,9.95
193625,2015-01-07,6409,0,9.95
193626,2015-01-07,7176,0,52.25
193627,2015-01-07,5886,0,44.36
193628,2015-01-07,16355,0,32.85
193629,2015-01-08,10826,0,21.43
193630,2015-01-08,1460,0,40.57
193631,2015-01-08,8033,0,9.95
193632,2015-01-08,6087,0,9.95
193633,2015-01-08,9385,0,20.49
193634,2015-01-08,17287,0,33.15
193635,2015-01-08,9442,0,9.95
193636,2015-01-08,17132,0,45.37
193637,2015-01-09,16004,0,9.95
193638,2015-01-09,6768,0,39.09
193639,2015-01-09,6087,0,9.95
193640,2015-01-10,11641,0,36.93
193641,2015-01-10,12355,0,40.51
193642,2015-01-10,1224,0,43.23
193643,2015-01-10,3173,0,46
193644,2015-01-10,10176,0,19.23
193645,2015-01-11,3917,0,9.95
193646,2015-01-11,10438,0,9.95
193647,2015-01-11,8445,0,55.93
193648,2015-01-11,6215,0,9.95
193649,2015-01-11,8089,0,9.95
193650,2015-01-11,12475,0,20.31
193651,2015-01-11,1799,0,9.95
193652,2015-01-11,14034,0,20.13
193653,2015-01-11,5314,0,41.45
193654,2015-01-12,1130,0,9.95
193655,2015-01-12,9769,0,9.95
193656,2015-01-13,9692,0,52.47
193657,2015-01-13,1170,0,20.91
193658,2015-01-13,15649,0,9.95
193659,2015-01-13,8595,0,9.95
193660,2015-01-13,11261,0,9.95
193661,2015-01-13,8458,0,58.27
193662,2015-01-13,6707,0,9.95
193663,2015-01-14,8249,0,38.27
193664,2015-01-14,12406,0,43.91
193665,2015-01-14,6795,0,9.95
193666,2015-01-14,2905,0,9.95
193667,2015-01-14,4788,0,9.95
193668,2015-01-14,1846,0,9.95
193669,2015-01-14,6548,0,39.59
193670,2015-01-14,11793,0,9.95
193671,2015-01-14,957,0,9.95
193672,2015-01-14,12552,0,9.95
193673,2015-01-14,762,0,20.31
193674,2015-01-14,5727,0,9.95
193675,2015-01-15,12852,0,48.96
193676,2015-01-15,4725,0,53.84
193677,2015-01-15,16133,0,9.95
193678,2015-01-15,6744,0,9.95
193679,2015-01-15,4353,0,36.13
193680,2015-01-16,13556,0,9.95
193681,2015-01-16,10076,0,53.85
193682,2015-01-16,6144,0,9.95
193683,2015-01-16,5465,0,9.95
193684,2015-01-16,9782,0,34.23
193685,2015-01-16,6169,0,44.27
193686,2015-01-16,7209,0,9.95
193687,2015-01-16,5464,0,9.95
193688,2015-01-16,13624,0,40.99
193689,2015-01-16,11144,0,28.88
193690,2015-01-17,14318,35.28,48.14
193691,2015-01-17,17489,4,9.95
193692,2015-01-17,17996,0,34.41
193693,2015-01-17,1337,0,9.95
193694,2015-01-18,14818,0,9.95
193695,2015-01-18,3121,29.6,36.77
193696,2015-01-19,13002,0,9.95
193697,2015-01-19,7201,0,18.79
193698,2015-01-19,8357,0,9.95
193699,2015-01-19,4026,0,9.95
193700,2015-01-19,3878,0,19.87
193701,2015-01-20,13137,0,42.93
193702,2015-01-20,13481,0,9.95
193703,2015-01-21,14087,0,9.95
193704,2015-01-21,2635,0,44.67
193705,2015-01-21,8791,0,9.95
193706,2015-01-21,12860,0,51.34
193707,2015-01-21,5924,0,39.79
193708,2015-01-21,10054,0,9.95
193709,2015-01-21,11465,0,9.95
193710,2015-01-21,9461,0,39.01
193711,2015-01-21,12160,0,9.95
193712,2015-01-22,10257,0,9.95
193713,2015-01-22,17909,0,46.58
193714,2015-01-22,16653,0,9.95
193715,2015-01-22,17869,0,40.19
193716,2015-01-22,8362,0,19.87
193717,2015-01-22,3750,0,34.25
193718,2015-01-23,13993,0,45.07
193719,2015-01-23,2632,0,44.46
193720,2015-01-23,14228,0,44.86
193721,2015-01-23,12724,0,9.95
193722,2015-01-23,7844,0,19.71
193723,2015-01-23,2057,0,46.88
193724,2015-01-23,2826,0,18.39
193725,2015-01-23,3560,0,37.33
193726,2015-01-23,6939,0,9.95
193727,2015-01-24,8125,0,9.95
193728,2015-01-24,12251,0,9.95
193729,2015-01-24,4464,0,20.21
193730,2015-01-24,16108,55.84,57.03
193731,2015-01-24,6441,0,9.95
193732,2015-01-24,13956,0,9.95
193733,2015-01-24,1916,0,33.61
193734,2015-01-24,10068,0,52
193735,2015-01-25,1596,0,9.95
193736,2015-01-25,9871,0,9.95
193737,2015-01-25,15354,0,9.95
193738,2015-01-25,15815,0,9.95
193739,2015-01-25,13171,0,9.95
193740,2015-01-25,1291,0,9.95
193741,2015-01-25,11465,0,9.95
193742,2015-01-25,8438,0,29.18
193743,2015-01-25,18249,0,20.11
193744,2015-01-25,12,0,9.95
193745,2015-01-25,12183,0,48.52
193746,2015-01-26,13138,0,39.01
193747,2015-01-26,7694,0,42.97
193748,2015-01-26,10477,0,9.95
193749,2015-01-26,16130,0,39.41
193750,2015-01-26,16421,8,9.95
193751,2015-01-26,7487,0,9.95
193752,2015-01-26,15796,0,20.91
193753,2015-01-26,14330,0,39.83
193754,2015-01-26,7627,0,9.95
193755,2015-01-27,11317,0,51.16
193756,2015-01-27,11300,0,19.83
193757,2015-01-27,7039,0,9.95
193758,2015-01-27,14464,0,44.35
193759,2015-01-27,6269,0,27.04
193760,2015-01-28,584,0,9.95
193761,2015-01-28,11409,0,27.16
193762,2015-01-28,13993,0,9.95
193763,2015-01-28,3825,0,9.95
193764,2015-01-28,13155,0,9.95
193765,2015-01-29,1278,0,27.66
193766,2015-01-29,13356,0,45.99
193767,2015-01-29,14029,0,9.95
193768,2015-01-29,14798,0,54.22
193769,2015-01-30,16071,0,9.95
193770,2015-01-30,11206,17.04,33.63
193771,2015-01-30,2343,0,27.72
193772,2015-01-30,11231,0,42.67
193773,2015-01-30,13068,0,43.99
193774,2015-01-30,18401,0,40.61
193775,2015-01-30,7961,0,50.62
193776,2015-01-30,17963,0,43.55
193777,2015-01-30,14341,0,9.95
193778,2015-01-30,14362,0,39.27
193779,2015-01-30,14673,1.84,9.95
193780,2015-01-30,9767,0,9.95
193781,2015-01-31,1339,0,9.95
193782,2015-01-31,14919,0,9.95
193783,2015-01-31,6845,0,44.36
193784,2015-01-31,18001,0,45.86
193785,2015-01-31,11269,0,43.67
193786,2015-01-31,3831,0,9.95
193787,2015-01-31,18249,0,9.95
193788,2015-01-31,5278,0,9.95
193789,2015-02-01,6204,0,41.77
193790,2015-02-01,3085,0,33.05
193791,2015-02-01,2164,0,51.42
193792,2015-02-01,8259,29.12,46.6
193793,2015-02-01,13002,0,9.95
193794,2015-02-01,8782,0,34.87
193795,2015-02-01,14863,0,54.29
193796,2015-02-01,898,0,9.95
193797,2015-02-01,2207,0,19.27
193798,2015-02-01,4984,0,9.95
193799,2015-02-01,10665,0,47.86
193800,2015-02-02,1056,0,27.14
193801,2015-02-02,227,0,37.69
193802,2015-02-02,1155,0,9.95
193803,2015-02-03,2235,0,53.77
193804,2015-02-03,1038,0,9.95
193805,2015-02-03,15759,0,34.15
193806,2015-02-03,9179,0,9.95
193807,2015-02-03,1243,0,9.95
193808,2015-02-03,14245,0,50.06
193809,2015-02-03,5850,0,45.26
193810,2015-02-03,14840,0,9.95
193811,2015-02-04,9768,0,46.94
193812,2015-02-04,16105,0,40.05
193813,2015-02-04,13555,27.68,43.63
193814,2015-02-04,9969,0,43.23
193815,2015-02-05,249,0,50.33
193816,2015-02-05,15406,0,48.62
193817,2015-02-05,7534,0,9.95
193818,2015-02-05,6315,0,9.95
193819,2015-02-05,1860,25.04,39.71
193820,2015-02-05,17998,0,9.95
193821,2015-02-06,6312,0,44.15
193822,2015-02-06,1074,0,26.86
193823,2015-02-06,2789,0,19.51
193824,2015-02-06,17387,0,9.95
193825,2015-02-06,10048,0,9.95
193826,2015-02-06,5252,36.72,50.58
193827,2015-02-06,9022,0,9.95
193828,2015-02-06,11465,0,9.95
193829,2015-02-06,9681,0,19.95
193830,2015-02-08,6509,0,20.23
193831,2015-02-08,13428,0,9.95
193832,2015-02-08,4802,0,46.28
193833,2015-02-08,7681,0,20.51
193834,2015-02-08,14473,0,48.54
193835,2015-02-08,15199,0,33.07
193836,2015-02-08,7095,0,47.14
193837,2015-02-08,6857,0,9.95
193838,2015-02-09,2523,0,21.11
193839,2015-02-09,4614,0,9.95
193840,2015-02-09,2749,0,9.95
193841,2015-02-09,16890,6.32,9.95
193842,2015-02-09,788,0,9.95
193843,2015-02-09,6252,0,9.95
193844,2015-02-09,11316,0,9.95
193845,2015-02-09,12443,0,26.56
193846,2015-02-09,13774,0,9.95
193847,2015-02-10,12078,0,9.95
193848,2015-02-10,13287,5.2,9.95
193849,2015-02-10,17351,0,21.91
193850,2015-02-10,8490,0,9.95
193851,2015-02-10,10397,5.68,9.95
193852,2015-02-10,5138,0,9.95
193853,2015-02-10,774,0,9.95
193854,2015-02-11,14757,0,9.95
193855,2015-02-11,2875,0,52.33
193856,2015-02-11,7583,0,31.95
193857,2015-02-11,4450,0,9.95
193858,2015-02-11,642,0,37.05
193859,2015-02-11,8334,0,40.19
193860,2015-02-11,12262,5.52,9.95
193861,2015-02-12,16934,0,34.57
193862,2015-02-12,16377,0,33.11
193863,2015-02-12,8866,0,19.03
193864,2015-02-13,9841,0,9.95
193865,2015-02-13,15734,0,9.95
193866,2015-02-13,13705,10,9.95
193867,2015-02-13,3676,0,42.37
193868,2015-02-13,17320,0,43.83
193869,2015-02-13,16944,27.04,43.47
193870,2015-02-14,16966,0,9.95
193871,2015-02-14,7831,0,52.87
193872,2015-02-14,367,0,44.23
193873,2015-02-14,17468,0,9.95
193874,2015-02-15,267,0,44.26
193875,2015-02-15,11490,25.67,45.74
193876,2015-02-15,17320,0,9.95
193877,2015-02-15,1250,0,25.54
193878,2015-02-15,13658,0,55.13
193879,2015-02-15,15502,0,40.97
193880,2015-02-15,2146,0,9.95
193881,2015-02-16,10712,0,39.05
193882,2015-02-16,5012,0,48.98
193883,2015-02-16,13144,0,9.95
193884,2015-02-16,8223,0,49.1
193885,2015-02-16,16319,0,9.95
193886,2015-02-16,615,0,9.95
193887,2015-02-16,15044,0,41.27
193888,2015-02-16,13327,0,51.32
193889,2015-02-17,15081,0,9.95
193890,2015-02-17,7452,0,9.95
193891,2015-02-17,18093,0,9.95
193892,2015-02-17,9065,0,41.99
193893,2015-02-17,15581,0,9.95
193894,2015-02-17,3169,0,33.65
193895,2015-02-17,11852,0,53.12
193896,2015-02-17,16540,0,38.87
193897,2015-02-18,8146,0,43.15
193898,2015-02-18,16587,0,9.95
193899,2015-02-18,615,0,18.83
193900,2015-02-18,16332,34.64,50.06
193901,2015-02-18,2723,0,9.95
193902,2015-02-18,13183,0,9.95
193903,2015-02-19,11269,0,46.28
193904,2015-02-19,17815,0,29.14
193905,2015-02-19,2787,5.2,9.95
193906,2015-02-19,14503,0,20.31
193907,2015-02-19,7541,12.4,21.01
193908,2015-02-20,3250,0,42.31
193909,2015-02-20,11940,0,49.28
193910,2015-02-20,1964,0,19.07
193911,2015-02-20,5856,0,29.2
193912,2015-02-21,13368,0,9.95
193913,2015-02-21,18320,9.6,9.95
193914,2015-02-21,5054,0,9.95
193915,2015-02-21,4708,0,38.53
193916,2015-02-21,3546,0,45.75
193917,2015-02-21,9891,0,9.95
193918,2015-02-21,4186,0,47.06
193919,2015-02-22,3667,0,9.95
193920,2015-02-22,7367,0,48.86
193921,2015-02-22,528,0,28.28
193922,2015-02-22,13649,19.51,44.2
193923,2015-02-23,313,0,9.95
193924,2015-02-23,1714,0,41.89
193925,2015-02-23,1434,0,9.95
193926,2015-02-24,12497,0,9.95
193927,2015-02-24,9112,0,9.95
193928,2015-02-24,17526,0,36.99
193929,2015-02-24,15996,0,20.47
193930,2015-02-24,6694,5.2,9.95
193931,2015-02-24,7264,0,9.95
193932,2015-02-24,13368,0,33.15
193933,2015-02-25,2881,0,54.45
193934,2015-02-25,13782,0,50.14
193935,2015-02-25,8466,0,18.79
193936,2015-02-25,1916,0,9.95
193937,2015-02-25,941,9.6,20.31
193938,2015-02-25,16292,0,9.95
193939,2015-02-26,10145,0,47.02
193940,2015-02-26,5163,0,9.95
193941,2015-02-26,16379,0,20.91
193942,2015-02-26,8270,0,47.5
193943,2015-02-26,10937,0,32.93
193944,2015-02-27,12393,0,45.56
193945,2015-02-27,11505,0,9.95
193946,2015-02-27,10632,0,26.94
193947,2015-02-27,6701,0,32.89
193948,2015-02-27,8926,0,20.07
193949,2015-02-27,7683,0,21.51
193950,2015-02-27,17346,0,9.95
193951,2015-02-28,15199,0,33.09
193952,2015-02-28,1385,0,42.75
193953,2015-02-28,17863,0,46.9
193954,2015-02-28,7882,0,39.27
193955,2015-03-01,8263,0,18.91
193956,2015-03-01,14445,0,9.95
193957,2015-03-01,3151,0,9.95
193958,2015-03-01,12338,0,9.95
193959,2015-03-02,5548,0,9.95
193960,2015-03-02,2054,0,45.5
193961,2015-03-02,15075,0,45.24
193962,2015-03-02,5425,0,38.47
193963,2015-03-02,13406,0,22.19
193964,2015-03-02,4482,0,9.95
193965,2015-03-02,15682,0,9.95
193966,2015-03-02,2581,0,9.95
193967,2015-03-02,14651,0,9.95
193968,2015-03-02,18062,0,20.51
193969,2015-03-02,4304,0,45.72
193970,2015-03-03,4241,0,9.95
193971,2015-03-03,9409,0,43.67
193972,2015-03-03,6699,0,32.89
193973,2015-03-04,4222,0,50.14
193974,2015-03-04,7868,0,26.96
193975,2015-03-04,14977,0,9.95
193976,2015-03-04,17031,0,27.12
193977,2015-03-04,16899,0,34.37
193978,2015-03-04,14362,0,9.95
193979,2015-03-04,11610,4,9.95
193980,2015-03-04,15939,2.4,9.95
193981,2015-03-04,15441,0,9.95
193982,2015-03-04,13170,0,39.01
193983,2015-03-04,13002,0,9.95
193984,2015-03-04,15924,0,9.95
193985,2015-03-05,6386,0,9.95
193986,2015-03-05,661,5.52,9.95
193987,2015-03-05,15027,0,20.51
193988,2015-03-06,17273,0,9.95
193989,2015-03-06,16004,0,9.95
193990,2015-03-06,791,0,44.51
193991,2015-03-06,6753,0,43.31
193992,2015-03-07,7035,0,9.95
193993,2015-03-07,17389,0,43.73
193994,2015-03-07,5733,0,9.95
193995,2015-03-07,10483,0,9.95
193996,2015-03-07,2434,0,9.95
193997,2015-03-07,16852,0,51.8
193998,2015-03-08,5924,0,20.91
193999,2015-03-08,16990,0,29.18
194000,2015-03-08,4995,0,9.95
194001,2015-03-08,873,0,43.57
194002,2015-03-08,12270,0,9.95
194003,2015-03-10,5973,0,40.41
194004,2015-03-10,14437,0,52.02
194005,2015-03-10,12714,0,44.77
194006,2015-03-10,11970,0,20.81
194007,2015-03-10,16638,26.96,40.19
194008,2015-03-10,6599,0,42.95
194009,2015-03-11,4342,0,9.95
194010,2015-03-11,4077,0,43.99
194011,2015-03-11,7928,0,9.95
194012,2015-03-11,16396,0,39.09
194013,2015-03-11,7109,0,9.95
194014,2015-03-11,6788,0,9.95
194015,2015-03-11,17173,0,9.95
194016,2015-03-12,7556,0,9.95
194017,2015-03-12,10176,0,38.93
194018,2015-03-12,653,0,9.95
194019,2015-03-13,12778,0,9.95
194020,2015-03-13,1425,0,9.95
194021,2015-03-13,14447,0,43.01
194022,2015-03-13,8146,0,27.96
194023,2015-03-13,17686,0,9.95
194024,2015-03-13,16497,0,32.95
194025,2015-03-13,8539,0,44.6
194026,2015-03-14,14116,0,9.95
194027,2015-03-14,10835,0,47.16
194028,2015-03-14,15892,0,9.95
194029,2015-03-14,17020,0,9.95
194030,2015-03-14,7018,0,50.7
194031,2015-03-14,12861,0,9.95
194032,2015-03-15,1744,0,32.25
194033,2015-03-15,16692,0,9.95
194034,2015-03-15,14834,0,32.65
194035,2015-03-15,7148,0,48.3
194036,2015-03-15,5771,0,9.95
194037,2015-03-15,812,0,44.26
194038,2015-03-15,15163,0,42.99
194039,2015-03-15,16036,0,45.8
194040,2015-03-15,7902,0,40.85
194041,2015-03-15,8435,0,9.95
194042,2015-03-15,15199,0,9.95
194043,2015-03-15,17194,0,9.95
194044,2015-03-15,4934,0,9.95
194045,2015-03-16,815,0,51.69
194046,2015-03-16,8011,0,42.81
194047,2015-03-16,17320,0,18.79
194048,2015-03-16,10268,0,9.95
194049,2015-03-16,1261,0,9.95
194050,2015-03-16,15652,0,9.95
194051,2015-03-17,922,0,20.71
194052,2015-03-17,7443,13.44,27.64
194053,2015-03-17,16785,0,19.59
194054,2015-03-18,1189,0,9.95
194055,2015-03-18,1790,0,20.31
194056,2015-03-18,10491,0,19.51
194057,2015-03-18,5850,0,39.49
194058,2015-03-18,6353,4.8,9.95
194059,2015-03-19,17397,0,9.95
194060,2015-03-19,3286,8.32,19.99
194061,2015-03-19,3731,0,19.59
194062,2015-03-19,16016,0,44.27
194063,2015-03-19,1987,0,52.77
194064,2015-03-20,4445,0,49.34
194065,2015-03-20,7403,0,19.51
194066,2015-03-20,1276,0,9.95
194067,2015-03-20,5278,0,43.57
194068,2015-03-21,448,0,50.88
194069,2015-03-21,12871,0,9.95
194070,2015-03-21,17466,0,46.78
194071,2015-03-21,5238,4.16,9.95
194072,2015-03-21,3032,0,33.49
194073,2015-03-21,13904,12.64,36.61
194074,2015-03-22,9762,0,9.95
194075,2015-03-22,714,0,9.95
194076,2015-03-22,5656,0,27.26
194077,2015-03-22,2519,0,49.91
194078,2015-03-22,13806,0,53.73
194079,2015-03-22,10403,0,9.95
194080,2015-03-22,10932,0,55.72
194081,2015-03-23,3536,0,9.95
194082,2015-03-23,1394,6.4,9.95
194083,2015-03-23,13720,4.48,9.95
194084,2015-03-23,7930,0,9.95
194085,2015-03-23,11994,10.4,20.51
194086,2015-03-23,14130,0,9.95
194087,2015-03-24,6390,0,37.81
194088,2015-03-24,7276,0,38.13
194089,2015-03-24,11458,0,39.17
194090,2015-03-24,9932,0,38.69
194091,2015-03-24,8211,0,9.95
194092,2015-03-25,13399,0,27.32
194093,2015-03-25,17315,0,40.55
194094,2015-03-25,3642,0,9.95
194095,2015-03-25,11331,0,9.95
194096,2015-03-26,8954,0,43.31
194097,2015-03-26,11722,0,48.86
194098,2015-03-26,11575,0,20.15
194099,2015-03-26,12980,0,9.95
194100,2015-03-26,16692,0,33.97
194101,2015-03-26,12423,0,9.95
194102,2015-03-26,12971,28.4,43.81
194103,2015-03-26,7080,0,9.95
194104,2015-03-26,17713,0,28.58
194105,2015-03-26,9316,0,9.95
194106,2015-03-27,4751,0,9.95
194107,2015-03-27,2854,0,9.95
194108,2015-03-27,18173,0,9.95
194109,2015-03-27,9862,0,9.95
194110,2015-03-27,1404,0,19.77
194111,2015-03-27,16618,0,9.95
194112,2015-03-28,3252,0,9.95
194113,2015-03-28,1387,0,35.99
194114,2015-03-28,13367,0,9.95
194115,2015-03-28,9171,31.44,44.57
194116,2015-03-28,5996,0,9.95
194117,2015-03-28,5624,0,9.95
194118,2015-03-29,3991,0,46.7
194119,2015-03-29,1258,0,34.33
194120,2015-03-29,17242,0,45.86
194121,2015-03-29,11185,0,9.95
194122,2015-03-29,14005,0,49.48
194123,2015-03-29,7214,0,34.29
194124,2015-03-29,1150,0,9.95
194125,2015-03-29,12118,0,33.43
194126,2015-03-30,4956,4.8,9.95
194127,2015-03-30,16486,0,33.03
194128,2015-03-30,3158,0,39.01
194129,2015-03-30,15416,0,9.95
194130,2015-03-30,13406,0,9.95
194131,2015-03-30,3448,0,9.95
194132,2015-03-30,8340,0,20.29
194133,2015-03-30,5381,0,44.29
194134,2015-03-30,10950,0,19.65
194135,2015-03-30,11405,0,18.67
194136,2015-03-31,3134,0,48.51
194137,2015-04-01,7163,0,9.95
194138,2015-04-01,9800,0,9.95
194139,2015-04-01,3917,0,9.95
194140,2015-04-01,5381,0,9.95
194141,2015-04-01,13273,1.44,9.95
194142,2015-04-01,17509,5.2,9.95
194143,2015-04-01,2547,0,31.89
194144,2015-04-02,17963,0,44.23
194145,2015-04-02,5115,0,36.81
194146,2015-04-02,1913,0,54.22
194147,2015-04-02,17066,0,9.95
194148,2015-04-02,14977,0,9.95
194149,2015-04-03,16043,7.2,9.95
194150,2015-04-03,15439,0,34.73
194151,2015-04-03,1893,0,9.95
194152,2015-04-03,9453,0,43.53
